product_name,price,discount%,date,source
U.S. Polo Assn. Men's Sneaker,2339.0,0.0,2025-02-25,Amazon
U.S. Polo Assn. Men's Sneaker,2339.0,0.0,2025-02-26,Amazon
U.S. Polo Assn. Men's Sneaker,2159.0,7.7,2025-03-10,Amazon
U.S. Polo Assn. Men's Sneaker,2339.0,0.0,2025-03-12,Amazon
Apple iPhone 12 (64GB) - Black,84900.0,20.58,2020-10-30,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-10-30,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-10-30,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-10-31,Amazon
Apple iPhone 12 (64GB) - Black,84900.0,20.58,2020-11-01,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-02,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-03,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-04,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-05,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-06,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-07,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-09,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-10,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-10,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-11,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-12,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-14,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-14,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-15,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-15,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-16,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-17,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-18,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-19,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-20,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-21,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-22,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-24,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-24,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-24,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-25,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-26,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-26,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-27,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-27,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-28,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-28,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-29,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-11-30,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-01,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-01,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-02,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-02,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-03,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2020-12-04,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2020-12-05,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2020-12-06,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-06,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-08,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-08,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-09,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-10,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-11,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-12,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-12,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-13,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-14,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-15,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-15,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-16,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-16,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-17,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-18,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-19,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-20,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-20,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-22,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-22,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-23,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-23,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-24,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-25,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-25,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-27,Amazon
Apple iPhone 12 (64GB) - Black,78990.0,26.11,2020-12-28,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-28,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2020-12-29,Amazon
Apple iPhone 12 (64GB) - Black,78400.0,26.66,2020-12-30,Amazon
Apple iPhone 12 (64GB) - Black,78400.0,26.66,2020-12-31,Amazon
Apple iPhone 12 (64GB) - Black,78400.0,26.66,2021-01-01,Amazon
Apple iPhone 12 (64GB) - Black,78400.0,26.66,2021-01-02,Amazon
Apple iPhone 12 (64GB) - Black,78400.0,26.66,2021-01-03,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-03,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-04,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-05,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-06,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-07,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-08,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-09,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-10,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-11,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-12,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-13,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-14,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-15,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-16,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-17,Amazon
Apple iPhone 12 (64GB) - Black,79900.0,25.26,2021-01-18,Amazon
Apple iPhone 12 (64GB) - Black,77900.0,27.13,2021-01-19,Amazon
Apple iPhone 12 (64GB) - Black,77900.0,27.13,2021-01-20,Amazon
Apple iPhone 12 (64GB) - Black,77900.0,27.13,2021-01-21,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-22,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-23,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-24,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-25,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-26,Amazon
Apple iPhone 12 (64GB) - Black,77650.0,27.36,2021-01-27,Amazon
Apple iPhone 12 (64GB) - Black,79725.0,25.42,2021-01-28,Amazon
Apple iPhone 12 (64GB) - Black,79725.0,25.42,2021-01-29,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2021-01-30,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2021-01-31,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2021-02-01,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2021-02-02,Amazon
Apple iPhone 12 (64GB) - Black,79899.0,25.26,2021-02-03,Amazon
Apple iPhone 12 (64GB) - Black,79697.0,25.45,2021-02-04,Amazon
Apple iPhone 12 (64GB) - Black,79690.0,25.45,2021-02-05,Amazon
Apple iPhone 12 (64GB) - Black,79690.0,25.45,2021-02-06,Amazon
Apple iPhone 12 (64GB) - Black,79686.0,25.46,2021-02-07,Amazon
Apple iPhone 12 (64GB) - Black,79686.0,25.46,2021-02-08,Amazon
Apple iPhone 12 (64GB) - Black,79679.0,25.46,2021-02-09,Amazon
Apple iPhone 12 (64GB) - Black,79668.0,25.47,2021-02-10,Amazon
Apple iPhone 12 (64GB) - Black,79649.0,25.49,2021-02-11,Amazon
Apple iPhone 12 (64GB) - Black,79649.0,25.49,2021-02-12,Amazon
